Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Elected/Nominated,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
7004,Gujarat,Fitting of Sitting RCC Benches in Public Places,WS/MP891/2024-2025/139715,MORBI(District collector Morbi_IDA),Shri Kesridevsinh Jhala (2023-29) (2023-2029),Elected MP,,SHRI SEDLA HARIJAN MAJOOR SAHKARI MANDLI,Payment Success,986621
7005,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18304/2025-2026/196706,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,,Gram Panchayat Ranger,Payment Success,70000
7006,Punjab,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP140/2023-2024/16863,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,,JAI DURGA IRON AND CEMENT STORE,Payment Success,54171
7007,Punjab,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP140/2023-2024/16863,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,,GOVERDHAN DASS SURINDER KUMAR,Payment Success,61755
7008,Punjab,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP140/2023-2024/16863,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Shri Sant Balbir Singh (2022-28) (2022-2028),Elected MP,,GOVERDHAN DASS SURINDER KUMAR,Payment Success,8002
7009,Maharashtra,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP113/2024-2025/142036,PARBHANI(DISTRICT COLLECTOR PARBHANI_IDA),Shri Imran Pratapgarhi (2022-28) (2022-2028),Elected MP,,SHREEVIJAY SHARANGOUDA PATIL,Payment Success,1499445
7010,Uttar Pradesh,Construction of public libraries and reading rooms,WS/MP202/2025-2026/135864,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,RAM LAKHAN SHUKLA SARSWATI SHISHU MANDIR HANUMATNAGAR RAFIGANJ AMBEDKARNAGAR,Payment Success,600000
7011,Uttar Pradesh,Construction of public libraries and reading rooms,WS/MP202/2025-2026/135864,AMBEDKAR NAGAR(DISTRICT MAGISTRATE AMBEDKAR NAGAR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,RAM LAKHAN SHUKLA SARSWATI SHISHU MANDIR HANUMATNAGAR RAFIGANJ AMBEDKARNAGAR,Payment Success,400000
7012,Tripura,"Purchase of ambulances (Four, three and two wheelers)",WS/MP18412/2025-2026/213926,West Tripura(DISTRICT MAGISTRATE WEST TRIPURA_IDA),Shri Rajib Bhattacharjee (2024-28) (2024-2028),Elected MP,,Progressive Automobiles private limited,Payment Success,892865
7013,Tripura,"Purchase of ambulances (Four, three and two wheelers)",WS/MP18412/2025-2026/220828,West Tripura(DISTRICT MAGISTRATE WEST TRIPURA_IDA),Shri Rajib Bhattacharjee (2024-28) (2024-2028),Elected MP,,Progressive Automobiles private limited,Payment Success,892865
7014,Tripura,"Purchase of ambulances (Four, three and two wheelers)",WS/MP18412/2025-2026/152546,West Tripura(DISTRICT MAGISTRATE WEST TRIPURA_IDA),Shri Rajib Bhattacharjee (2024-28) (2024-2028),Elected MP,,Tarasankar Motor private limited,Payment Success,1338787
7015,Tamil Nadu,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP162/2025-2026/220795,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,MK Jothimani,Payment Success,1500000
7016,Sikkim,Lighting of public spaces,WS/MP18282/2025-2026/137755,Pakyong(DISTRICT COLLECTOR PAKYONG_IDA),Shri Dorjee Tshering Lepcha (2024-30) (2024-2030),Elected MP,,ASSISTANT ENGINEER POWER DEPARTMENT,Payment Success,95530
7017,Andhra Pradesh,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP840/2024-2025/159541,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Shri V. Vijayendra Prasad (2022-28) (2022-2028),Nominated MP,,SRI SAI CIVIL TECH SERVICES,Payment Success,2588544
7018,Andhra Pradesh,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP840/2024-2025/159541,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Shri V. Vijayendra Prasad (2022-28) (2022-2028),Nominated MP,,SRI SAI CIVIL TECH SERVICES,Payment Success,9400
7019,Andhra Pradesh,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP840/2024-2025/159541,VIZIANAGARAM(DISTRICT COLLECTOR VIZIANAGARAM_IDA),Shri V. Vijayendra Prasad (2022-28) (2022-2028),Nominated MP,,SRI SAI CIVIL TECH SERVICES,Payment Success,2254159
7020,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP18387/2025-2026/178392,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),Elected MP,,Rajkumari devi Uchchatar madhyamik vidyalay,Payment Success,240000
7021,Uttar Pradesh,Construction of rooms and halls in school and colleges,WS/MP18387/2025-2026/178392,Kushinagar(DISTRICT MAGISTRATE KUSHINAGAR PADRAUNA_IDA),Shri Ratanjit Pratap Narain Singh (2024-30) (2024-2030),Elected MP,,Rajkumari devi Uchchatar madhyamik vidyalay,Payment Success,152340
7022,Telangana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18374/2025-2026/200998,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),Shri Anil Kumar Yadav Mandadi (2024-30) (2024-2030),Elected MP,,TALARI RAJAIAH,Payment Success,422901
7023,Telangana,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18374/2025-2026/201001,RANGA REDDY(DISTRICT COLLECTOR RANGAREDDY_IDA),Shri Anil Kumar Yadav Mandadi (2024-30) (2024-2030),Elected MP,,TALARI RAJAIAH,Payment Success,422901
7024,Maharashtra,"Purchase of IT systems, including hardware and software for educational purposes",WS/MP18286/2025-2026/187199,PUNE(DISTRICT COLLECTOR PUNE_IDA),Dr. Medha Vishram Kulkarni (2024-30) (2024-2030),Elected MP,,Yakshini Microsystemes,Payment Success,1964000
7025,Punjab,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,WS/MP235/2026-2027/299123,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Jagan Nath Aggarwal BKO,Payment Success,101722
7026,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2025-2026/268733,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Jagan Nath Aggarwal BKO,Payment Success,217000
7027,Punjab,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP235/2026-2027/277158,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Jagan Nath Aggarwal BKO,Payment Success,13876
7028,Assam,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP831/2025-2026/145417,KOKRAJHAR(DEPUTY COMMISSIONER KOKRAJHAR_IDA),Shri Rwngwra Narzary (2022-28) (2022-2028),Elected MP,,Sagar Brahma,Payment Success,1499451
7029,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP145/2024-2025/137934,JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA),Shri Ghanshyam Tiwari (2022-28) (2022-2028),Elected MP,,R P and Company,Payment Success,655241
7030,Rajasthan,Construction of boundary walls of existing public and community buildings,WS/MP145/2024-2025/137934,JAIPUR(DISTRICT COLLECTOR JAIPUR_IDA),Shri Ghanshyam Tiwari (2022-28) (2022-2028),Elected MP,,R P and Company,Payment Success,336449
7031,Kerala,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP096/2025-2026/157377,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,,MOHANAN P,Payment Success,887708
7032,Himachal Pradesh,Purchase of furniture and fixtures for educational purposes,WS/MP078/2025-2026/147101,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,,Sports and Style Emporium,Payment Success,200000
7033,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18304/2025-2026/190411,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,,GP Mahori,Payment Success,100000
7034,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/218543,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,474950
7035,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/218551,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,474950
7036,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/218565,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,474950
7037,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/218653,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,475000
7038,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/218566,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,474950
7039,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/204274,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,474950
7040,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/204275,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,474950
7041,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/218654,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,474950
7042,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/204277,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,474950
7043,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/204278,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,474950
7044,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/204276,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,474950
7045,Tamil Nadu,Lighting of public spaces,WS/MP015/2025-2026/218552,RAMANATHAPURAM(DISTRICT COLLECTOR RAMANATHAPURAM_IDA),Shri R. Dharmar (2022-28) (2022-2028),Elected MP,,VIJAYALAKSHMI AGENCIES,Payment Success,474950
7046,Tamil Nadu,Construction of boundary walls of existing public and community buildings,WS/MP162/2025-2026/177844,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,MGNRGS Convergence Account,Payment Success,299043
7047,Tamil Nadu,Construction of additional rooms and halls in the existing public and community building,WS/MP162/2025-2026/177851,CUDDALORE(DISTRICT COLLECTOR CUDDALORE_IDA),Shri S. Kalyanasundaram (2022-28) (2022-2028),Elected MP,,MGNRGS Convergence Account,Payment Success,300000
7048,Rajasthan,Construction of culverts and bridges,WS/MP146/2025-2026/196272,BANSWARA(DISTRICT COLLECTOR BANSWARA_IDA),Shri Mukul Wasnik (2022-28) (2022-2028),Elected MP,,Mitesh and Brothers,Payment Success,800000
7049,Rajasthan,Construction of culverts and bridges,WS/MP146/2025-2026/196272,BANSWARA(DISTRICT COLLECTOR BANSWARA_IDA),Shri Mukul Wasnik (2022-28) (2022-2028),Elected MP,,Mitesh and Brothers,Payment Success,199950
7050,Uttarakhand,"Construction of flood control embankments/ protection walls along riverbanks, hilltops, roadsides",WS/MP850/2025-2026/177081,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,,POORNIMA CONSTRUCTION,Payment Success,1489545
7051,Uttarakhand,Construction of rooms and halls in school and colleges,WS/MP850/2025-2026/177082,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,,KALYAN CONSTRUCTION,Payment Success,1496609
7052,Uttarakhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP850/2025-2026/184272,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Shri Naresh Bansal (2020-26) (2020-2026),Elected MP,,SHRI SHYAM CONSTRUCTION,Payment Success,954205
7053,Punjab,Providing supply pipelines for drinking water,WS/MP235/2024-2025/147796,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Darshan Singh Government Contractor,Payment Success,1058388
7054,Punjab,Providing supply pipelines for drinking water,WS/MP235/2024-2025/147796,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Darshan Singh Government Contractor,Payment Success,777429
7055,Punjab,Providing supply pipelines for drinking water,WS/MP235/2024-2025/147796,FEROZEPUR(DEPUTY COMMISSIONER FIROZEPUR_IDA),Dr. Sandeep Kumar Pathak (2022-28) (2022-2028),Elected MP,,Darshan Singh Government Contractor,Payment Success,497629
7056,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP078/2025-2026/235513,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,,Gram Panchatyat Ghanahatti,Payment Success,100000
7057,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP078/2025-2026/235513,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Dr. Sikander Kumar (2022-28) (2022-2028),Elected MP,,Gram Panchatyat Ghanahatti,Payment Success,100000
7058,Himachal Pradesh,Construction of community centers and community halls,WS/MP18304/2025-2026/206707,KANGRA(DEPUTY COMMISSIONER KANGRA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,,GRAM PANCHAYAT LAHLA KHAS,Payment Success,200000
7059,Maharashtra,Construction of community centers and community halls,WS/MP112/2025-2026/212357,SATARA(DISTRICT COLLECTOR SATARA_IDA),Shri Dhananjay Bhimrao Mahadik (2022-28) (2022-2028),Elected MP,,MADHUKAR DNYANDEO SHINDE,Payment Success,1091019
7060,Kerala,Construction of additional rooms and halls in the existing public and community building,WS/MP096/2025-2026/145348,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,,SAAD BIN BASHEER,Payment Success,1914403
7061,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18285/2025-2026/222691,DUNGARPUR(DISTRICT COLLECTOR DUNGARPUR_IDA),Shri Chunnilal Garasiya (2024-30) (2024-2030),Elected MP,,SHUBHAM CONSTRUCTION VAMASA,Payment Success,360000
7062,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18304/2025-2026/202919,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,,GP Ropa,Payment Success,200000
7063,Himachal Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18304/2025-2026/202919,HAMIRPUR(DEPUTY COMMISSIONER HAMIRPUR_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,,GP Ropa,Payment Success,50000
7064,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199104,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7065,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199105,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7066,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199106,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7067,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199107,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7068,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199124,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7069,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199125,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7070,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199127,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7071,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199128,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7072,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199129,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7073,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199130,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7074,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199133,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7075,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199137,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7076,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199138,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7077,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199139,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7078,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199140,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7079,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199141,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7080,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199142,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7081,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199143,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7082,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199144,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7083,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199145,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7084,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199147,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7085,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199149,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7086,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199156,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7087,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199157,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7088,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199158,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7089,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199159,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7090,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199169,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7091,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199171,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7092,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199172,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7093,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199174,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7094,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199175,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7095,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199176,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7096,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199177,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7097,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199178,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7098,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199179,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7099,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199180,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7100,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199181,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7101,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199182,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7102,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199183,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7103,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199184,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7104,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199185,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
7105,Uttar Pradesh,Lighting of public spaces,WS/MP202/2025-2026/199186,JAUNPUR(DISTRICT MAGISTRATE JAUNPUR_IDA),Smt. Seema Dwivedi (2020-26) (2020-2026),Elected MP,,Rishab Enterprises,Payment Success,197803
